response,response_answer,answer,parsed_answer,correctness
"By the Pythagorean Theorem, $DF = \sqrt{51-49} = \sqrt{2}$.  Therefore, $\cos D = \frac{\sqrt{2}}{7}$, so $\sin^2 D = 1 - \cos^2 D = 1 - \frac{2}{49} = \frac{47}{49}$.  Since $\sin D$ is positive, $\sin D = \boxed{\frac{\sqrt{47}}{7}}$. ","[sqrt(47)/7, '\\frac{\\sqrt{47}}{7}']",\sqrt{51},[],False
"Koordinaattien muunnokset laitsivat eri pisteiden koordinaattien avulla. Olkoon $z = x + yi$ ja $c = a + bi.$

\begin{align*}
x &= a + c \cos \theta, \\
y &= b + c \sin \theta.
\end{align*}

Tässä $\theta$ on piste $z$ vastapäeva piste $c$ yhdellä puolella. Tässä tapauksessa $\theta = \frac{\pi}{4}.$

Koska $z = 2 + \sqrt{2} - (3 + 3 \sqrt{2})i$ ja $c = 2 - 3i,$ niin

\begin{align*}
x &= 2 + (2 - 3i) \cos \frac{\pi}{4} = 2 + (2 - 3i) \cdot \frac{\sqrt{2}}{2} = 1 + \sqrt{2} - \frac{3}{2} \sqrt{2} i, \\
y &= -3 - (3 + 3 \sqrt{2})i \sin \frac{\pi}{4} = -3 - (3 + 3 \sqrt{2})i \cdot \frac{\sqrt{2}}{2} = -3 - \frac{3}{2} \sqrt{2} - \frac{3}{2} \sqrt{2} i.
\end{align*}

Tässä $w = x + yi = \boxed{1 + \sqrt{2} - 3i - 3 \sqrt{2} i}.$ ","[-1*3*sqrt(2)*i - 1*3*i + 1 + sqrt(2), '1 + \\sqrt{2} - 3i - 3 \\sqrt{2} i']",6 - 5i,"[5, '5']",False
We have $\sqrt{242} = \sqrt{121 \cdot 2} = \sqrt{121} \cdot \sqrt{2} = 11 \sqrt{2}$.  The answer is $\boxed{11\sqrt{2}}$. ,"[11*sqrt(2), '11\\sqrt{2}']",11\sqrt2,"[11, '11']",False
"Kui Pierre, Rosa ja Thomas ümberistada 3 inimest, siis Estonia moodi 3\cdot8=24 inimest. Kui Estonia moodi 8 inimest, siis Pierre, Rosa ja Thomas moodi 8\cdot3=24 inimest. Kui Estonia moodi 24 inimest, siis Pierre, Rosa ja Thomas moodi 24\cdot3=72 inimest. Kui Pierre, Rosa ja Thomas moodi 72 inimest, siis Estonia moodi 72\cdot8=576 inimest. 576 inimest on 576/360=1\frac{12}{30}=1\frac{2}{5} ümber, kui 1 ümber on 360 inimest. 1\frac{2}{5} ümber on 1\cdot360+2/5\cdot360=360+144=404 inimest.  \boxed{404} inimest on Estonia moodi. ","[404, '404']",720,"[720, '720']",False
"By the Binomial Theorem, the expansion of $\left(10x^3-\frac{1}{2x^2}\right)^{5}$ is \begin{align*}
&\binom{5}{0}(10x^3)^5\left(-\frac{1}{2x^2}\right)^0+\binom{5}{1}(10x^3)^4\left(-\frac{1}{2x^2}\right)^1\\
&\qquad+\binom{5}{2}(10x^3)^3\left(-\frac{1}{2x^2}\right)^2+\binom{5}{3}(10x^3)^2\left(-\frac{1}{2x^2}\right)^3\\
&\qquad+\binom{5}{4}(10x^3)^1\left(-\frac{1}{2x^2}\right)^4+\binom{5}{5}(10x^3)^0\left(-\frac{1}{2x^2}\right)^5\\
&=10^5x^{15}-5\cdot10^4\cdot\frac{1}{2}x^{10}+10\cdot10^3\cdot\frac{1}{4}x^5-10\cdot10^2\cdot\frac{1}{8}x^{-10}\\
&\qquad+\frac{5}{2}\cdot10\cdot\frac{1}{16}x^{-15}-\frac{1}{32x^{10}}\\
&=100,\!000x^{15}-25,\!000x^{10}+2,\!500x^5-\frac{125}{4}x^{-10}+\frac{25}{16}x^{-15}-\frac{1}{32x^{10}}.
\end{align*}The sum of the coefficients is $100,\!000-25,\!000+2,\!500-\frac{125}{4}+\frac{25}{16}-\frac{1}{32}=\boxed{77,\!399\frac{1}{16}}.$ ","[{77, 6385/16}, '77,399\\frac{1}{16}']",-125,"[-125, '-125']",False
"Kui $n \equiv 2 \pmod{7}$, niin $n + 2 \equiv 4 \pmod{7}$, $n + 4 \equiv 6 \pmod{7}$ ja $n + 6 \equiv 1 \pmod{7}$. Tässä on yhtä suureet, joten $(n + 2)(n + 4)(n + 6) \equiv 4 \cdot 6 \cdot 1 \equiv 24 \equiv 3 \pmod{7}$. Tässä on eri residueet, joten $(n + 2)(n + 4)(n + 6)$ ei jageta 7-ga. $\boxed{\text{No}}$ ","[No, '\\text{No}']",3,"[3, '3']",False
"Korrapärane viisnurk on pooltavalikul, see on ümber oma keskpunkti pooltavalikul.  Kui vastupäeva vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, siis vastapärane viisnurk on pooltavalikul vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastapärane viisnurk vastab oma algse asendiga.  Kui vastapärane viisnurk vastab oma algse asendiga, si",[],72,"[72, '72']",False
"Koordinaatidele $(x, y)$ on veelematu, mida on kordajad $(5, 3)$ ja $(6, 8)$ vahel. Kordajad $(5, 3)$ ja $(6, 8)$ on vahel kordajad $(7, 4)$ ja $(x, y)$ vahel, kui kordajad $(5, 3)$ ja $(7, 4)$ on vahel kordajad $(x, y)$ ja $(6, 8)$ vahel. Kordajad $(5, 3)$ ja $(7, 4)$ on vahel kordajad $(x, y)$ ja $(6, 8)$ vahel, kui
\begin{align*}
\frac{7 - 5}{x - 6} &= \frac{4 - 3}{y - 8} \\
\frac{2}{x - 6} &= \frac{1}{y - 8} \\
2(y - 8) &= x - 6 \\
2y - 16 &= x - 6 \\
2y &= x + 10 \\
y &= \frac{x + 10}{2}.
\end{align*}Kui $x > 7$, siis $x + y = x + \frac{x + 10}{2} = \frac{3x + 10}{2} > \frac{3 \cdot 7 + 10}{2} = \frac{21 + 10}{2} = \frac{31}{2} = 15 \frac{1}{2}$. Vastus on $\boxed{16}$. ","[16, '16']",17,"[17, '17']",False
"Since $\angle B = 90^\circ$, we have $\angle A + \angle C = 90^\circ$, so $\angle C = 90^\circ - \angle A$.  Then
\[\cos C = \cos (90^\circ - A) = \sin A.\]Since $\sin A = 2\cos A$, we have $\cos C = 2\cos A$.  Then
\[\sin C = \sin (90^\circ - A) = \cos A = \frac{1}{2} \cos C.\]Then
\[\tan C = \frac{\sin C}{\cos C} = \frac{1}{2}.\]Then $\tan A = \boxed{\frac{1}{2}}$. ","[1/2, '\\frac{1}{2}']",2,"[2, '2']",True
"Funktsiooni $f(x)=\frac{2x}{x^2-5x-14}$ asümptootid on määratlemataseid. Vertikaalsed asümptootid on kordajate nende kohendid, kuna asümptootid on kujutustajad, kujutustajad on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende kohendid on kordajate nende kohendid, kuna kordajate nende kohendid on kordajate nende kohendid. Kordajate nende koh","[Eq(f(x), (2*x)/(x**2 - 1*5*x - 14)), 'f(x)=\\frac{2x}{x^2-5x-14}']",5,"[5, '5']",True
